"","country","code","healthexp_usd_percap_2019","mat_mort_2017","health_exp_gdp_2019","infant_mort_2020","healthexp_usd_percap_2019_z","infant_mort_2020_z","mat_mort_2017_z","healthexp_usd_percap_2019_z_transformed","infant_mort_2020_z_transformed","mat_mort_2017_z_transformed","life_exp_2019","life_exp_2019_z","life_exp_2019_z_transformed"
"130","Portugal","PRT",2221.4,8,9.53145981,2.7,0.551696944939659,-0.932205209772193,-0.665288317433628,0.190806905071546,-1.16880367873247,-1.45952433442481,81.67560976,1.21396659626245,0.624691088672083
"131","Qatar","QAT",1807.2,9,2.9106288,4.9,0.335676555493856,-0.819747387418191,-0.661137985561038,0.125701303071547,-0.74411843189763,-1.41047469120278,80.99,1.12501761787461,0.615425807753674
"132","Romania","ROU",738.6,19,5.74447823,5.6,-0.221637273964824,-0.783965353032827,-0.619634666835138,-0.108817969585587,-0.665476592460186,-1.09493125052985,75.60731707,0.42668428666718,0.534874093086283
"133","Russia","RUS",653.4,17,5.64849138,4.4,-0.266072177829581,-0.845305983407737,-0.627935330580318,-0.134346648495957,-0.810526484046059,-1.14227760125451,73.08390244,0.0993039509680323,0.491264169900173
"134","Rwanda","RWA",51.4,248,6.41066742,30.3,-0.580037108892771,0.47862928885074,0.330791331987979,-0.37678908317203,0.169859304499316,0.0131707578749697,66.437,-0.763045472823131,0.349657155845898
"135","Saudi Arabia","SAU",1316.3,17,5.68828773,6,0.0796543218411647,-0.76351847624119,-0.627935330580318,0.0332847275724724,-0.626202784917919,-1.14227760125451,77.304,0.646806901712182,0.561912768046148
"136","Senegal","SEN",59.1,315,4.13226938,28.9,-0.576021278379172,0.407065220080012,0.608863567451512,-0.372655938960445,0.148314228255212,0.116894379177963,68.526,-0.492024803788046,0.399323237022496
"137","Serbia","SRB",641,12,8.67206478,4.9,-0.272539229565766,-0.819747387418191,-0.648686989943268,-0.138190421783032,-0.74411843189763,-1.28977250858208,75.93658537,0.469402580088935,0.540254697122796
"138","Sierra Leone","SLE",46.2,1120,8.74976635,80.1,-0.582749098330526,3.02426544940951,3.94988072488649,-0.379602716147448,0.604686620012961,0.667441812849525,60.255,-1.56507983183457,0.156827739753173
"139","Singapore","SGP",2632.7,8,4.08152914,1.8,0.766204878737483,-0.978210682553376,-0.665288317433628,0.247041080070693,-1.66175637387525,-1.45952433442481,83.59512195,1.46299841912257,0.649626733005337
"140","Slovakia","SVK",1342.1,5,6.9586463,4.7,0.0931099617438729,-0.82997082581401,-0.677739313051399,0.0386638521386324,-0.769476554498606,-1.65246143778282,77.66585366,0.693752723170292,0.567467818403306
"141","Slovenia","SVN",2219.1,7,8.52386475,1.8,0.550497411149882,-0.978210682553376,-0.669438649306219,0.19047104543677,-1.66175637387525,-1.51482745553178,81.52926829,1.19498068764255,0.622729965815594
"142","Solomon Islands","SLB",111.9,104,4.77362394,16.6,-0.548484154857351,-0.221676241262817,-0.266856457664985,-0.345327004293399,-0.108839712284149,-0.363368156040862,70.382,-0.251232864233656,0.439137949761505
"143","Somalia","SOM",NA,829,NA,72.7,NA,2.64599822876423,2.74213414996279,NA,0.561816453337579,0.536827792038398,57.078,-1.9772543964705,0.00976762127529284
"144","South Africa","ZAF",546.7,119,9.10935497,25.8,-0.321720114946595,0.248601924944827,-0.204601479576135,-0.168591062103255,0.0964240001389771,-0.305045294828725,66.175,-0.797036576359364,0.34300728650941
"145","South Sudan","SSD",22.6,1150,6.04213858,63.3,-0.595057358086492,2.16549662416077,4.07439068106419,-0.392606488055904,0.500441854705024,0.678917953775937,55.912,-2.12852778091038,-0.0597464528321124
"146","Spain","ESP",2711.2,4,9.13213158,2.7,0.807145488518979,-0.932205209772193,-0.681889644923989,0.256993117872211,-1.16880367873247,-1.74207303471959,83.83170732,1.49369230388146,0.652603331700974
"147","Sri Lanka","LKA",160.7,36,4.07979679,5.9,-0.523033177056879,-0.768630195439099,-0.549079025001108,-0.321511828745708,-0.63569332026871,-0.821250397777489,76.008,0.478667702540582,0.541412945032282
"148","Sudan","SDN",46.9,295,4.57356596,39.9,-0.58238402282929,0.969354331850021,0.525856929999711,-0.379222894430263,0.294323862670744,0.08843978654669,65.876,-0.835827950242317,0.33529178383296
"149","Suriname","SUR",619.2,120,9.7369957,15.7,-0.283908723747124,-0.267681714044,-0.200451147703545,-0.145031617012747,-0.135300121413283,-0.301422034474346,72.242,-0.00992197653367664,0.475682521006295
"150","Sweden","SWE",5671.4,4,10.86749268,2.1,2.35099762960412,-0.962875524959648,-0.681889644923989,0.525174120628404,-1.43033967878424,-1.74207303471959,83.1097561,1.40002849217486,0.643455488748518
"151","Switzerland","CHE",9666.3,5,11.29148102,3.5,4.4344835151595,-0.89131145618892,-0.677739313051399,0.735158275713068,-0.963816229803616,-1.65246143778282,83.90487805,1.50318525754272,0.653519813868009
"152","Syria","SYR",NA,31,NA,18.4,NA,-0.129665295700452,-0.569830684364058,NA,-0.0603136987880322,-0.885491378444628,71.822,-0.0644115318207691,0.467695172999534
"153","Taiwan","TWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Tajikistan","TJK",61.9,17,7.10529375,28.4,-0.574560976374227,0.381506624090466,-0.627935330580318,-0.371162676708695,0.140352971626066,-1.14227760125451,70.867,-0.188310401580705,0.44896737426583
"155","Tanzania","TZA",40.3,524,3.82769322,34.7,-0.585826163269517,0.703544933558744,1.47628292882283,-0.38281733886231,0.231353593224854,0.337715355382301,66.989,-0.691430628731523,0.363342929398938
"156","Thailand","THA",296.2,37,3.78912091,7.4,-0.452364990746145,-0.691954407470462,-0.544928693128518,-0.261508796038846,-0.511385000646888,-0.80946855305795,78.975,0.863597489532969,0.586991875201997
"157","Timor-Leste","TLS",92.7,142,7.15850592,36.5,-0.558497654319831,0.795555879121109,-0.109143846506564,-0.355066984695139,0.254198925260659,-0.228518237135553,68.268,-0.525496959178688,0.393487991835235
"158","Togo","TGO",51.2,396,5.72606897,44.4,-0.580141416178838,1.19938169575593,0.945040449131304,-0.376896963430744,0.342300606339166,0.216176581081464,60.901,-1.48126970632156,0.18148065578042
"159","Trinidad and Tobago","TTO",1167.9,67,7.02007389,14.8,0.00225831557907608,-0.313687186825183,-0.420418736950816,0.000979668210286728,-0.163477892936265,-0.553491937457885,74.228,0.24773577775243,0.511580689617232
"160","Tunisia","TUN",233.1,43,6.95845938,14.3,-0.485273939500443,-0.339245782814728,-0.520026701892977,-0.288423842931808,-0.179960056354484,-0.744791924591111,75.993,0.476721646994615,0.541169921625634
"161","Turkiye","TUR",396.5,17,4.34409809,8.1,-0.400054886783291,-0.656172373085098,-0.627935330580318,-0.221888479812124,-0.463659230224166,-1.14227760125451,77.832,0.71530805693024,0.569994829369335
"162","Turkmenistan","TKM",500,7,6.56862497,36.1,-0.346075866243357,0.775109002329473,-0.669438649306219,-0.184472634247687,0.249225026493492,-1.51482745553178,69.002,-0.430269974462675,0.409887498981798
"163","Uganda","UGA",32.4,NA,3.82522416,31.9,-0.589946301069184,0.560416796017287,NA,-0.387159266152824,0.193240616324686,NA,62.991,-1.21011930025008,0.252824085076571
"164","Ukraine","UKR",248.1,19,7.09860182,6.9,-0.47745089304538,-0.717513003460008,-0.619634666835138,-0.281872890140778,-0.549001538856593,-1.09493125052985,71.82731707,-0.0637217109166487,0.467797213943556
"165","United Arab Emirates","ARE",1842.7,3,4.27504921,5.6,0.354191098770838,-0.783965353032827,-0.686039976796579,0.131679954811123,-0.665476592460186,-1.85511385985688,79.726,0.961030003867747,0.597808132094989
"166","United Kingdom","GBR",4312.9,7,10.15402699,3.6,1.64249038899059,-0.886199736991011,-0.669438649306219,0.422013416408625,-0.94385673422196,-1.51482745553178,81.20487805,1.15289525926856,0.618350977848303
"167","United States","USA",10921,19,16.76706314,5.4,5.08885527430399,-0.794188791428645,-0.619634666835138,0.784535651453416,-0.686530977055923,-1.09493125052985,78.78780488,0.839311349436032,0.584253332711083
"168","Uruguay","URY",1661,17,9.34783173,5.3,0.25942792937851,-0.799300510626555,-0.627935330580318,0.100173320092354,-0.69745373245809,-1.14227760125451,77.508,0.67327325713734,0.565053236990178
"169","Uzbekistan","UZB",98.6,29,5.61760426,12.5,-0.55542058938084,-0.431256728377094,-0.578131348109238,-0.352050654236081,-0.245083728118266,-0.914107993001022,71.344,-0.126425835218937,0.458422410427264
"170","Venezuela","VEN",338.8,125,5.36708355,21.1,-0.430147538813766,0.0083511226430958,-0.179699488340595,-0.244237571672669,0.00361178615072656,-0.283745747021997,72.161,-0.020430676481902,0.474153494298861
"171","Vietnam","VNM",180.7,43,5.24965572,16.7,-0.512602448450129,-0.216564522064908,-0.520026701892977,-0.312116656831744,-0.105996765284245,-0.744791924591111,74.093,0.230221277838723,0.509232273554855
"172","Yemen","YEM",NA,164,NA,45.7,NA,1.26583404532875,-0.0178365453095833,NA,0.35522809800871,-0.166111550615255,65.092,-0.937541786778223,0.314385158215398
"173","Zambia","ZMB",69.3,213,5.31220293,41.7,-0.570701606789729,1.06136527741239,0.185529716447328,-0.367240737006745,0.314154956315009,-0.0527968602530701,62.793,-1.23580723345685,0.246546037072488
"174","Zimbabwe","ZWE",103,458,7.70356494,37.9,-0.553125829087355,0.867119947891838,1.20236102523189,-0.349814746602306,0.271172218877964,0.279292939724093,61.292,-1.43054252509001,0.195749552809469
